,idx,datetime,temp,rh
542,542,2021-09-23 14:00:00,27.0,86.0
543,543,2021-09-23 15:00:00,27.3,83.0
544,544,2021-09-23 16:00:00,31.2,71.0
545,545,2021-09-23 17:00:00,26.9,87.0
546,546,2021-09-23 18:00:00,26.4,93.0
547,547,2021-09-23 19:00:00,29.6,76.0
548,548,2021-09-23 20:00:00,25.8,94.0
549,549,2021-09-23 21:00:00,24.8,95.0
550,550,2021-09-23 22:00:00,28.0,84.0
551,551,2021-09-23 23:00:00,24.9,95.0
552,552,2021-09-24 00:00:00,24.8,96.0
553,553,2021-09-24 01:00:00,26.6,88.0
554,554,2021-09-24 02:00:00,24.7,98.0
555,555,2021-09-24 03:00:00,24.8,97.0
556,556,2021-09-24 04:00:00,26.0,93.0
