date,time,temp,rh
6/2/2021,700,29,61
6/2/2021,800,30,58
6/2/2021,900,30,54
6/2/2021,1000,32,48
6/2/2021,1100,33,43
6/2/2021,1200,34,37
6/2/2021,1300,34,34
6/2/2021,1400,35,32
6/2/2021,1500,36,30
6/2/2021,1600,35,35
6/2/2021,1700,34,41
6/2/2021,1800,34,46
6/2/2021,1900,33,52
6/2/2021,2000,31,58
6/2/2021,2100,30,63
6/2/2021,2200,30,63
6/2/2021,2300,29,63
7/2/2021,0,29,62
7/2/2021,100,29,64
7/2/2021,200,29,66
7/2/2021,300,28,68
7/2/2021,400,28,70
7/2/2021,500,28,72
7/2/2021,600,28,73
7/2/2021,700,28,69
7/2/2021,800,29,64
7/2/2021,900,30,60
7/2/2021,1000,31,54
7/2/2021,1100,33,48
7/2/2021,1200,34,42
7/2/2021,1300,34,40
7/2/2021,1400,34,39
7/2/2021,1500,34,37
7/2/2021,1600,33,42
7/2/2021,1700,32,48
7/2/2021,1800,31,53
7/2/2021,1900,30,57
7/2/2021,2000,30,61
7/2/2021,2100,29,65
7/2/2021,2200,29,65
7/2/2021,2300,29,65
8/2/2021,0,28,66
8/2/2021,100,28,67
8/2/2021,200,28,67
8/2/2021,300,28,68
8/2/2021,400,28,69
8/2/2021,500,28,69
8/2/2021,600,28,70
8/2/2021,700,29,65
8/2/2021,800,30,59
8/2/2021,900,31,54
8/2/2021,1000,32,49
8/2/2021,1100,33,43
8/2/2021,1200,34,37
8/2/2021,1300,34,37
8/2/2021,1400,34,36
8/2/2021,1500,35,35
8/2/2021,1600,33,40
8/2/2021,1700,32,46
8/2/2021,1800,31,51
8/2/2021,1900,30,56
8/2/2021,2000,30,62
8/2/2021,2100,29,67
8/2/2021,2200,29,68
8/2/2021,2300,28,68
9/2/2021,0,28,69
9/2/2021,100,28,69
9/2/2021,200,28,70
9/2/2021,300,28,70
9/2/2021,400,28,69
9/2/2021,500,28,68
9/2/2021,600,28,67
9/2/2021,700,28,63
9/2/2021,800,29,59
9/2/2021,900,30,55
9/2/2021,1000,31,51
9/2/2021,1100,32,46
9/2/2021,1200,33,42
9/2/2021,1300,33,41
9/2/2021,1400,34,40
9/2/2021,1500,34,39
9/2/2021,1600,33,43
9/2/2021,1700,32,48
9/2/2021,1800,31,52
9/2/2021,1900,31,54
9/2/2021,2000,30,56
9/2/2021,2100,30,58
9/2/2021,2200,30,59
9/2/2021,2300,30,59
10/2/2021,0,29,59
10/2/2021,100,29,59
10/2/2021,200,29,60
10/2/2021,300,29,60
10/2/2021,400,28,61
10/2/2021,500,28,62
10/2/2021,600,27,63
10/2/2021,700,28,61
10/2/2021,800,28,58
10/2/2021,900,29,56
10/2/2021,1000,30,52
10/2/2021,1100,31,48
10/2/2021,1200,32,43
10/2/2021,1300,32,41
10/2/2021,1400,33,39
10/2/2021,1500,34,37
10/2/2021,1600,33,38
10/2/2021,1700,33,38
10/2/2021,1800,33,39
10/2/2021,1900,33,40
10/2/2021,2000,32,41
10/2/2021,2100,32,43
10/2/2021,2200,31,47
10/2/2021,2300,31,51
11/2/2021,0,30,55
11/2/2021,100,29,57
11/2/2021,200,29,60
11/2/2021,300,29,62
11/2/2021,400,29,61
11/2/2021,500,28,61
11/2/2021,600,28,60
11/2/2021,700,29,55
11/2/2021,800,29,50
11/2/2021,900,30,45
11/2/2021,1000,31,41
11/2/2021,1100,32,36
11/2/2021,1200,33,31
11/2/2021,1300,34,29
11/2/2021,1400,35,27
11/2/2021,1500,36,25
11/2/2021,1600,35,26
11/2/2021,1700,35,26
11/2/2021,1800,35,27
11/2/2021,1900,35,28
11/2/2021,2000,34,30
11/2/2021,2100,34,32
11/2/2021,2200,33,33
11/2/2021,2300,32,35
12/2/2021,0,31,37
12/2/2021,100,31,41
12/2/2021,200,30,45
12/2/2021,300,30,50
12/2/2021,400,29,51
12/2/2021,500,29,53
12/2/2021,600,29,55
12/2/2021,700,30,52
12/2/2021,800,30,50
12/2/2021,900,31,47
12/2/2021,1000,32,43
12/2/2021,1100,32,39
12/2/2021,1200,33,35
12/2/2021,1300,34,33
12/2/2021,1400,34,32
12/2/2021,1500,35,30
12/2/2021,1600,35,31
